ACTOR_ID#ACTOR_GENERO#DIRECTOR_GENERO#DIRECTOR_ID#DIRECTOR_POPULARIDAD#TIEMPO#VOTO_PROMEDIO#PRESUPUESTO#POPULARIDAD_DETALLE#FECHA_PUBLICACION#VOTO_CONTADOR#INGRESOS#GENERO#ANIO#ID_PELICULA#POPULARIDAD#RATING_PROMEDIO
223762#2#1#45379#1,800415#93#5,2#0#0,135163#1998-07-07#3,0#0,0#28#1998#137#1,264239#2,39215686275
7475#0#2#3392#4,720435#129#7,5#50000000#10,405017#1997-09-12#1617,0#109423648,0#18#1997#143#17,163916#3,8530316459
19969#2#2#6384#10,222527#119#6,4#40000000#16,788249#2001-02-16#308,0#65754228,0#18#2001#148#14,928788#3,30494728305
25289#2#2#21721#1,673463#97#4,9#0#1,175556#2001-03-16#8,0#0,0#28#2001#150#1,512772#2,88301886792
74675#2#0#74677#0,0#81#0,0#0#0,003366#2005-06-21#0,0#0,0#27#2005#151#1,002404#1,95454545455
11218#2#1#84093#1,071064#97#7,4#17000000#7,788614#1995-05-10#212,0#0,0#18#1995#152#7,871497#3,93407552936
15657#2#2#6856#7,417372#92#5,1#0#2,848345#1975-01-01#15,0#0,0#35#1975#155#3,676244#3,59693877551
1243#2#2#1243#6,857971#108#6,7#0#9,087614#1992-09-18#93,0#0,0#10749#1992#156#11,872353#3,49517055875
35561#0#2#2878#4,042229#110#5,3#850000#0,804158#2004-11-06#5,0#0,0#9648#2004#158#1,777601#2,6577540107
120896#0#2#1244#1,987774#240#6,6#0#0,382382#2000-01-17#9,0#0,0#35#2000#160#1,653457#3,00778642937
2428#2#1#19549#0,366883#110#7,3#1365000#4,875599#1939-10-06#79,0#2279000,0#35#1939#161#4,726906#3,85362095532
94055#1#2#723#2,325419#100#6,1#0#0,495556#2003-04-04#10,0#0,0#18#2003#164#2,825857#2,6273006135
9309#2#2#9309#1,847609#82#7,7#0#2,09369#1982-03-12#22,0#0,0#35#1982#165#3,105485#3,91695727986
9168#2#2#32384#4,3e-05#134#6,0#0#9,185019#1980-05-16#99,0#21202829,0#18#1980#166#8,343714#3,55633280339
33880#2#2#14882#0,462654#85#4,4#0#3,787336#1983-08-12#52,0#5678950,0#28#1983#168#16,346442#3,24242424242
149091#2#2#3087#5,139562#103#7,0#0#0,237172#1972-04-09#3,0#0,0#18#1972#170#1,113734#3,18139534884
13284#2#0#1932#0,929759#103#7,0#0#5,364656#1957-02-13#165,0#0,0#10402#1957#171#7,736581#3,74248788368
51875#2#2#8252#0,96285#130#6,4#0#1,860537#1968-05-15#23,0#0,0#10752#1968#173#4,773539#3,53890876565
138#2#2#1037#3,105441#99#8,1#1200000#15,29279#1992-09-02#3974,0#14661007,0#80#1992#175#23,135599#4,00384742952
32730#0#2#43442#1,73458#90#5,7#0#0,221519#2002-02-20#3,0#0,0#28#2002#177#1,154518#2,68049792531
2689#2#2#4756#3,398341#90#5,9#0#3,199783#2004-09-24#15,0#0,0#28#2004#181#8,267024#2,60005621135
2746#2#2#12149#0,869299#96#7,1#0#2,533238#1950-06-12#24,0#0,0#18#1950#186#8,955809#3,37800687285
518#2#2#2157#6,244575#109#5,9#55000000#3,897072#2002-03-28#136,0#0,0#35#2002#187#8,503943#3,01217018305
1418888#0#0#9976#1,270856#91#5,7#1500000#6,432058#2004-01-01#76,0#0,0#27#2005#188#12,814719#2,76186739898
27746#2#2#14416#0,637695#85#6,0#0#7,259184#1982-12-10#280,0#27150534,0#35#1982#189#7,211093#3,34646671854
168782#2#1#3196#3,958224#120#8,0#0#0,043088#2004-01-19#1,0#0,0#18#2004#195#1,052717#3,2972972973
46088#2#1#11701#7,807565#103#6,0#45000000#5,875881#2004-03-19#363,0#65470529,0#28#2004#197#10,02973#3,47893182378
12114#2#2#380#5,533559#183#7,8#15000000#7,780725#1978-12-08#987,0#50000000,0#18#1978#199#12,529636#3,89318201019
40199#2#1#16757#1,204406#188#6,0#19000000#2,580439#1964-03-24#34,0#4750000,0#10752#1964#200#4,445104#3,00775193798
30477#2#1#9780#1,580111#95#5,3#0#0,167443#2001-12-01#2,0#0,0#18#2001#202#1,554547#3,10471204188
126091#0#2#146687#3,2e-05#66#6,4#0#0,2625#2004-10-05#4,0#0,0#99#2004#206#1,188467#3,85857664234
76936#2#0#149404#2e-06#112#7,3#0#0,672532#2001-10-06#3,0#0,0#18#2001#210#1,73237#3,15138282387
2725#2#2#69010#1,241948#108#6,5#0#1,218062#1982-08-05#20,0#0,0#18#1982#212#3,937936#2,77865168539
84906#0#1#29369#4,222333#99#6,0#10000000#4,785522#1987-11-12#68,0#14000,0#878#1988#217#4,931857#2,95294117647
93911#2#2#93396#4e-06#91#7,2#0#0,183781#1995-08-23#5,0#0,0#18#1995#219#1,26453#2,6036036036
84107#0#2#61658#0,775317#97#4,6#16000000#1,561811#2004-09-03#10,0#12,0#35#2004#225#2,373859#2,73373901285
223312#0#2#168323#0,48#84#5,8#0#0,309044#1996-10-10#5,0#0,0#80#1996#226#2,308315#2,44444444444
10586#0#2#45415#0,303786#115#4,6#0#0,708744#1979-06-15#8,0#0,0#37#1979#228#1,917648#2,83157894737
77853#0#2#39624#0,007192#134#7,9#0#0,486312#2003-11-04#5,0#0,0#10402#2003#229#1,51538#3,83128834356
68381#2#2#8654#2,636657#109#5,9#0#1,903165#1989-10-20#23,0#0,0#35#1989#232#4,779494#3,18267684887
11151#2#1#4800#3,714734#103#6,2#0#7,116884#1996-09-04#12,0#0,0#18#1996#235#5,605665#3,02488687783
91483#0#2#87464#0,30576#137#7,9#0#1,42149#1976-11-05#26,0#0,0#99#1976#238#2,893438#3,67837259101
77488#2#2#12077#1,495064#65#6,0#0#8,788821#2004-03-09#20,0#0,0#16#2004#239#5,028025#3,76803652968
18738#2#2#12147#0,557864#114#6,9#3000000#1,851137#1942-01-19#32,0#0,0#35#1942#240#3,023593#3,94849537037
116133#2#2#16897#1,404686#91#6,9#0#0,252892#1962-01-01#5,0#0,0#18#1962#243#2,1025#3,02521008403
2636#2#2#2638#0,930401#136#7,8#4000000#9,896204#1959-07-07#1096,0#13275000,0#9648#1959#241#16,396182#4,15790083948
1043581#2#2#5365#1,942948#95#6,0#200000#0,142363#2002-03-26#1,0#0,0#18#2002#245#1,066056#2,78021978022
19328#2#2#10158#0,455882#108#4,8#0#0,539924#1958-09-01#7,0#0,0#28#1958#249#2,296957#3,18274111675
2087#0#2#3150#2,27419#116#6,7#0#3,203777#1968-10-08#51,0#0,0#80#1968#246#4,974063#3,11600928074
1124505#0#0#1701118#0,0#92#0,0#0#0,002118#2000-04-10#0,0#0,0#99#2000#266#1,001283#3,05555555556
1255#2#2#3905#3,220269#89#5,8#0#0,851686#1994-11-04#8,0#124693,0#18#1994#247#2,421018#3,03215926493
16745#2#2#2090#4,908212#146#5,9#0#1,076975#1966-03-30#8,0#0,0#10752#1966#250#2,993896#3,43855109961
179085#2#2#16475#2,125794#88#1,0#0#0,06603#2003-07-12#1,0#0,0#28#2003#301#1,473557#2,60571428571
35988#0#0#35997#0,0#88#3,5#0#0,074371#2005-12-04#2,0#0,0#27#2005#284#1,07412#2,25773195876
18898#2#2#521#4,213834#78#5,4#120000000#10,396537#2002-07-19#663,0#169956806,0#10751#2002#252#11,81939#3,39045393037
53767#2#0#39208#0,00635#106#6,2#0#1,026789#1959-09-09#11,0#0,0#18#1959#303#2,259786#3,08888888889
9108#2#2#2090#4,908212#103#6,1#0#8,789294#1980-01-31#126,0#16647800,0#28#1980#268#11,798171#3,71145175834
137380#0#2#121192#0,006944#93#5,9#0#1,820531#1966-12-15#20,0#0,0#16#1966#286#2,04903#2,91623036649
1776#2#2#2157#6,244575#113#5,9#45000000#6,159582#1996-08-09#353,0#58620973,0#35#1996#305#6,574964#3,6244149766
10790#2#2#10798#3e-06#96#7,6#0#9,037681#1935-11-08#111,0#0,0#35#1935#253#11,579961#4,06792079208
34682#2#2#5469#7,088475#89#4,3#60000000#6,185113#1998-08-13#209,0#48585416,0#53#1998#289#13,41302#2,33476881233
19304#2#2#55636#4,045016#144#6,2#0#1,021835#1975-05-07#16,0#0,0#18#1975#309#3,534424#3,07505518764
6159#2#2#67773#4,73542#124#6,4#0#9,74025#1989-07-31#180,0#126297830,0#35#1989#269#9,987067#3,75627707644
51984#1#2#1979#17,388851#122#7,0#40000000#8,445972#2000-10-12#477,0#55707411,0#18#2000#313#12,858155#3,68934597042
38689#2#2#23880#3,198536#91#5,9#14000000#5,40963#1991-04-12#113,0#39673161,0#28#1991#381#8,613709#3,39204204204
23213#2#2#47879#2,757604#122#6,2#0#5,320452#1979-09-09#31,0#0,0#80#1979#358#9,448941#3,5388962766
15663#2#2#16897#1,404686#114#4,5#0#0,914019#1997-02-16#2,0#0,0#18#1997#317#1,989062#3,0
71329#0#2#17881#1,741608#101#6,6#2000000#6,298394#2002-06-01#137,0#0,0#35#2003#367#8,755702#3,13966390609
82518#2#2#58792#0,058338#98#0,0#0#0,004749#1994-07-27#0,0#0,0#80#1994#318#1,008877#2,33684210526
67756#0#2#388#1,931422#97#4,4#0#1,074406#1994-09-16#5,0#3021629,0#35#1994#386#2,948822#2,94962559564
56591#2#2#68842#2,244863#88#6,6#9000000#9,872553#2004-05-30#729,0#23936908,0#35#2004#290#11,614035#3,58449980063
77610#2#0#77619#0,000769#42#5,8#0#5,901476#1942-08-24#57,0#0,0#16#1943#271#5,75553#3,10460251046
936384#0#1#3128#4,302739#97#6,7#3000000#1,239392#2000-05-01#3,0#0,0#35#2000#369#2,357804#2,86070686071
106834#2#1#8857#2,343521#94#6,3#0#7,269344#1973-03-01#101,0#0,0#16#1973#257#6,829149#3,91157656176
23628#2#2#87118#0,958478#113#5,0#1800000#0,439239#2002-10-23#4,0#0,0#27#2002#274#1,289866#2,76744186047
5696#2#2#517#12,567953#92#6,7#0#2,283236#2002-12-13#26,0#0,0#18#2002#275#7,684766#3,63340563991
90454#2#2#97546#0,136067#143#5,6#0#0,193382#1995-06-30#5,0#0,0#35#1995#465#1,176176#2,92
78108#0#2#68559#0,802782#89#5,5#0#0,261629#1998-11-11#4,0#0,0#28#1998#276#1,678275#2,07826086957
20739#2#2#12835#6,682882#95#5,8#56000000#7,53754#2005-03-04#888,0#113006880,0#28#2005#334#10,096332#3,55764263323
90657#2#1#76689#6e-06#75#0,0#0#0,002934#1998-02-01#0,0#0,0#10402#1998#280#1,015394#3,35250463822
50300#2#2#7124#3,331379#95#6,6#0#2,130578#1948-04-09#34,0#0,0#80#1948#261#2,845397#3,69011406844
5834#2#0#47439#2,074896#88#5,8#0#4,743707#1974-02-14#79,0#0,0#10749#1974#262#6,697354#3,71037003198
94218#2#1#13568#1,56137#88#5,8#0#1,994393#1941-03-21#9,0#0,0#35#1941#467#2,528361#3,56303317536
33557#0#0#33566#3,7e-05#90#4,5#700000#1,824563#1974-07-30#28,0#0,0#35#1974#322#3,716438#2,58908685969
38250#2#0#1216598#0,0#100#6,4#0#1,735357#1969-01-01#10,0#0,0#28#1969#523#1,912057#3,03401360544
137213#0#2#1129883#0,014346#98#0,0#0#0,009247#1999-09-14#0,0#40717,0#18#2000#373#1,00259#2,77647058824
20907#2#2#1619#1,121188#87#6,0#30000000#6,120791#1998-02-06#129,0#19204929,0#28#1998#393#11,892581#3,32279492138
66777#0#1#10447#1,325638#103#6,1#0#1,462431#1983-11-11#19,0#6472990,0#18#1983#337#3,942513#2,97296118622
26479#2#2#67015#1,487594#101#5,4#5000000#7,019741#2004-01-02#109,0#0,0#28#2004#341#12,668633#3,05102040816
63713#1#1#16935#3,420603#107#5,0#0#0,728715#1994-03-04#11,0#0,0#35#1994#526#2,814028#2,91394148021
81165#2#2#10798#1,04#85#7,3#0#1,486836#1946-05-10#30,0#0,0#35#1946#397#3,854696#3,92914438503
557818#0#2#6163#2,119869#85#5,8#1000000#1,661453#2003-01-01#20,0#0,0#28#2003#297#2,981822#2,87883435583
7018#2#1#12094#1,528009#105#0,0#0#0,001183#2000-11-20#0,0#0,0#35#2000#343#1,001177#3,17391304348
57359#2#2#60949#3,19515#87#4,4#0#1,476311#1993-09-20#31,0#4916135,0#28#1993#475#2,825769#3,00192122959
52121#0#1#52144#0,029635#70#4,6#0#1,98369#1985-11-30#9,0#0,0#12#1985#527#2,028609#2,27675276753
24658#1#1#3635#0,956855#122#6,9#0#3,85555#1967-03-07#36,0#0,0#35#1967#344#4,236231#3,69700460829
20503#2#2#880#9,524588#113#6,7#250000#6,751646#1997-04-04#451,0#12021272,0#35#1997#331#9,793974#3,62202387262
16957#2#2#13922#3,120419#98#5,9#5000000#4,869896#2003-09-05#62,0#742898,0#35#2003#378#4,038946#2,83787416005
11435#0#2#4165#2,223633#114#6,2#0#3,97911#1970-12-18#47,0#0,0#37#1970#400#4,946111#3,83265637693
1032#2#2#5293#7,489482#164#7,0#7000000#8,165473#1988-08-12#215,0#8373585,0#18#1988#348#11,801917#3,40529083916
15903#2#2#15903#2,854477#59#7,2#0#0,250879#1988-06-09#10,0#0,0#35#1988#479#1,003161#3,87133182844
1083337#0#0#1083338#0,004536#58#0,0#0#0,015854#2002-10-28#0,0#0,0#99#2002#481#1,636656#3,10372340426
2801#2#2#2829#0,126762#150#5,3#0#0,766638#1999-10-18#6,0#0,0#10752#1999#402#1,61936#3,24590163934
18356#2#1#11701#7,807565#103#5,6#40000000#7,433882#2002-04-26#129,0#16872671,0#35#2002#353#8,202652#3,25483870968
35508#2#1#6886#5,194759#105#5,8#5000000#6,054472#1998-05-22#57,0#5879254,0#35#1998#3253#13,024146#3,32061354284
25735#2#2#517#8,637756#85#6,0#0#2,096112#1992-09-03#15,0#0,0#28#1992#380#3,193904#3,09262759924
67996#0#1#6161#4,422749#126#7,0#16500000#9,335865#2003-12-19#210,0#16942795,0#18#2003#357#10,954299#3,51237809452
16391#1#1#3136#4,257863#123#7,3#12000000#9,276038#2002-08-29#418,0#56298474,0#18#2002#482#11,209813#3,78755486337
1087779#0#2#2585#0,955303#97#4,3#0#0,077417#2004-12-07#2,0#0,0#10402#2004#4194#1,159494#4,02194357367
15521#2#2#22675#1,480916#84#5,4#25000000#7,429501#1996-09-06#166,0#22611954,0#28#1996#6073#10,054211#3,29209697502
14860#0#2#8724#0,061765#113#7,0#0#0,445929#1950-12-07#5,0#0,0#10751#1950#6079#1,980499#3,32520325203
1190673#0#0#1190673#0,021168#86#0,0#0#0,079118#2004-01-01#1,0#0,0#53#2004#4202#1,324124#1,48739495798
2636#2#2#3636#3,371082#128#6,4#3000000#6,125233#1966-07-13#123,0#13000000,0#9648#1966#491#9,281652#3,36805555556
68#2#2#2094#0,368493#117#8,0#0#11,854544#1931-05-11#482,0#0,0#18#1931#6085#16,342807#3,99356327423
5216#2#2#738#7,241844#136#7,0#43000000#5,894548#2000-12-21#316,0#80049764,0#18#2000#7937#12,901703#3,78694103336
116607#2#0#95790#0,12#180#5,6#0#1,072443#2005-12-18#5,0#0,0#18#2003#4209#1,936547#3,51482799526
52842#2#2#7060#3,763145#109#6,6#50000000#16,033649#2005-04-28#1374,0#104478416,0#12#2005#528#18,701698#2,9830955226
87196#0#2#23880#3,198536#96#4,0#15000000#3,574126#2005-05-06#32,0#0,0#28#2005#7939#6,685047#2,79418643502
1245790#0#1#5823#1,22571#110#4,3#0#0,532202#2003-08-10#2,0#0,0#10402#2003#497#1,960687#3,47826086957
82347#0#2#20006#2,057642#96#5,7#0#0,495961#1985-03-01#6,0#1304192,0#18#1985#9879#1,969077#2,81176470588
9054#2#1#125026#0,009708#129#7,2#0#5,703621#1956-09-12#93,0#0,0#80#1956#6098#9,294921#3,79438058748
180163#2#2#1037#3,105441#97#5,5#0#0,79415#1999-05-21#6,0#0,0#18#1999#4212#1,202468#2,96244131455
20840#0#2#62#11,889289#113#6,2#52000000#11,134789#2005-03-10#536,0#77944725,0#9648#2005#406#9,564255#3,76275788305
4945#2#2#4783#6,037954#92#5,7#93000000#0,519119#2001-07-18#2179,0#368780809,0#12#2001#4216#1,842209#3,2226652221
34849#2#2#776#4,660973#108#6,4#80000000#5,349475#1999-04-16#180,0#73345029,0#35#1999#4225#9,856295#3,4041681302
31211#2#2#4138#1,210892#102#6,4#11000000#4,448998#1990-02-16#107,0#8862354,0#28#1990#408#7,480902#3,40552995392
134091#0#1#53086#0,00058#95#4,9#0#3,073115#1987-01-28#20,0#0,0#18#1987#530#4,190719#2,42948717949
58552#0#0#18793#2,940673#97#6,5#9000000#4,813133#2002-09-13#97,0#4777465,0#35#2002#413#5,560711#3,41057875556
4165#2#2#4165#2,274233#167#6,5#12000000#4,199064#1960-10-23#65,0#7900000,0#28#1960#535#6,647732#3,48510638298
233192#0#2#382#2,549342#88#5,2#0#0,699438#2000-06-02#3,0#0,0#35#2000#11787#1,120434#2,17348754448
5231#2#2#3#13,176512#124#6,2#85000000#9,153995#1997-07-25#890,0#315156409,0#28#1997#13651#15,481942#3,70942057432
20412#2#2#1159#0,470524#173#4,0#0#1,37556#1986-09-01#3,0#0,0#28#1986#11791#3,141264#3,14736842105
1242782#0#0#1188009#0,007258#72#5,6#0#0,812991#1997-10-03#6,0#0,0#99#1997#13652#1,227354#2,54838709677
3632#2#1#3635#0,956855#116#5,1#0#1,196668#1954-01-01#9,0#105,0#10749#1954#11795#1,946369#2,98705501618
56173#2#2#6952#3,591593#93#6,0#2700000#5,619523#1986-11-21#111,0#3500000,0#10749#1986#13653#7,052786#3,4681915654
71788#2#2#1009#0,352947#87#7,3#0#0,253588#1955-03-26#3,0#0,0#28#1955#549#1,776756#2,63888888889
20006#2#1#1161#1,250939#91#6,2#0#1,017686#2004-01-01#10,0#0,0#18#2004#6101#7,105379#3,54800590842
11091#2#2#66#6,706258#97#6,0#0#8,586757#1997-08-22#91,0#0,0#28#1997#15529#17,026913#3,42789626757
57630#2#2#18023#3,721091#91#6,9#3500000#5,920024#1997-08-13#391,0#257850122,0#35#1997#4227#9,21548#3,66688936398
30678#0#2#6725#2,183889#86#3,2#0#0,308853#1969-06-01#6,0#0,0#18#1969#7948#1,950645#2,6261682243
141706#2#2#158165#0,07715#83#6,5#10000000#4,088554#2001-01-27#70,0#44460850,0#878#2001#426#5,364624#3,24685795589
72624#2#1#56731#9,954953#93#3,8#4000000#1,586206#2000-03-29#7,0#0,0#80#2000#6105#3,046763#2,09375
54441#2#1#13333#4,255129#140#7,0#0#7,324083#1992-03-13#100,0#25966555,0#18#1992#15530#17,097319#3,8360475179
76813#2#2#52763#2,2901#175#7,1#2800000#0,98999#1995-01-01#13,0#14000000,0#18#1995#553#2,267795#3,17529215359
55790#2#1#54817#0,385629#97#7,6#0#0,580741#1999-01-01#7,0#0,0#35#1999#556#2,183013#2,96025437202
58294#0#2#887#6,707499#88#5,0#50000000#5,369449#2004-01-30#82,0#6808550,0#35#2004#11805#7,561807#2,74259024837
18563#0#2#3829#1,203232#108#7,1#0#8,138381#1981-10-21#72,0#0,0#28#1981#7950#9,421899#3,15463917526
18855#2#2#7219#0,646891#89#4,5#10500000#3,636951#1990-10-26#52,0#11582891,0#18#1990#427#5,056937#2,86907870198
92073#2#2#58296#0,002075#103#6,5#0#0,105703#2003-06-13#1,0#0,0#99#2003#13667#1,040296#3,77222222222
175033#0#2#2628#2,186374#97#4,1#0#1,333171#1986-05-18#6,0#0,0#28#1986#17421#2,093309#2,79661016949
40#2#1#33741#1,526707#87#7,1#2300000#6,138351#1947-12-24#111,0#0,0#80#1948#7960#12,292379#3,5505065123
10001#2#1#14869#0,023617#98#5,0#0#0,261252#1935-02-18#5,0#0,0#35#1935#11814#2,27587#3,22619047619
109339#0#1#48406#0,000169#94#4,5#0#0,55555#2002-07-17#7,0#0,0#14#2002#562#2,073327#2,37209302326
932118#0#2#56730#4,341746#92#4,0#0#0,475707#2003-01-01#1,0#0,0#10751#2003#440#1,050725#2,92523364486
91343#2#1#17882#1,315771#105#6,4#0#1,822521#1994-08-05#22,0#0,0#80#1994#13676#3,520077#3,29942857143
16837#2#2#880#7,24411#103#5,0#78000000#9,88702#2003-02-14#1613,0#179179718,0#14#2003#3254#16,423722#2,97964169381
78845#2#2#41755#0,005537#111#5,8#0#0,602825#1949-03-20#6,0#0,0#18#1949#15537#2,108037#3,12883435583
85840#2#2#27726#1,133731#103#6,5#0#0,37833#1971-02-01#8,0#0,0#35#1971#17422#1,629695#3,39004149378
